dataset,split,model,seed,replay_frac,A_before,A_after,A_T2,avg_final,raw_forgetting,normalized_forgetting
mnist,fixed_10k_train_full_test,oja,0,0.0,0.8974508659272232,0.0,0.6881300144003292,0.3440650072001646,0.8974508659272232,1.0
mnist,fixed_10k_train_full_test,oja,0,0.01,0.8974508659272232,0.0737497567620159,0.8533223616539807,0.4635360592079983,0.8237011091652073,0.917823070251518
mnist,fixed_10k_train_full_test,oja,0,0.05,0.8974508659272232,0.4923136797042226,0.8308989919769595,0.661606335840591,0.4051371862230006,0.4514310494362532
mnist,fixed_10k_train_full_test,oja,0,0.1,0.8974508659272232,0.4909515469935785,0.8263731742439827,0.6586623606187806,0.4064993189336447,0.4529488291413703
mnist,fixed_10k_train_full_test,oja,0,0.2,0.8974508659272232,0.6176298890834793,0.7241308372762806,0.6708803631798799,0.2798209768437439,0.3117953165654814
mnist,fixed_10k_train_full_test,oja,1,0.0,0.8840241292080171,0.0,0.7918123842830693,0.3959061921415346,0.8840241292080171,1.0
mnist,fixed_10k_train_full_test,oja,1,0.01,0.8840241292080171,0.0696633586300836,0.8469450730302407,0.4583042158301622,0.8143607705779334,0.9211974466211754
mnist,fixed_10k_train_full_test,oja,1,0.05,0.8840241292080171,0.3625218914185639,0.8092984982513886,0.5859101948349763,0.5215022377894531,0.5899185560202509
mnist,fixed_10k_train_full_test,oja,1,0.1,0.8840241292080171,0.6055652850749172,0.6395803332647604,0.6225728091698388,0.2784588441330998,0.3149900946511116
mnist,fixed_10k_train_full_test,oja,1,0.2,0.8840241292080171,0.4714925082700915,0.740588356305287,0.6060404322876892,0.4125316209379256,0.4666519920757208
mnist,fixed_10k_train_full_test,oja,2,0.0,0.92488811052734,0.0,0.8329561818555853,0.4164780909277926,0.92488811052734,1.0
mnist,fixed_10k_train_full_test,oja,2,0.01,0.92488811052734,0.2177466433158202,0.7751491462662004,0.4964478947910102,0.7071414672115198,0.7645697454239428
mnist,fixed_10k_train_full_test,oja,2,0.05,0.92488811052734,0.1860284101965363,0.7959267640403209,0.4909775871184286,0.7388597003308037,0.798863875447086
mnist,fixed_10k_train_full_test,oja,2,0.1,0.92488811052734,0.5148861646234676,0.7706233285332236,0.6427547465783456,0.4100019459038724,0.443298969072165
mnist,fixed_10k_train_full_test,oja,2,0.2,0.92488811052734,0.4388013232146332,0.7897551944044435,0.6142782588095383,0.4860867873127067,0.5255628024405639
mnist,fixed_10k_train_full_test,oja,3,0.0,0.9163261334890056,0.0,0.8234931084139065,0.4117465542069533,0.9163261334890056,1.0
mnist,fixed_10k_train_full_test,oja,3,0.01,0.9163261334890056,0.0778361548939482,0.8251388603168073,0.4514875076053777,0.8384899785950574,0.9150562752176684
mnist,fixed_10k_train_full_test,oja,3,0.05,0.9163261334890056,0.1922553025880521,0.6914215182061304,0.4418384103970912,0.7240708309009535,0.7901889997876407
mnist,fixed_10k_train_full_test,oja,3,0.1,0.9163261334890056,0.3983265226697801,0.8080641843242131,0.6031953534969966,0.5179996108192255,0.5653004884264176
mnist,fixed_10k_train_full_test,oja,3,0.2,0.9163261334890056,0.7166763961860284,0.7346225056572722,0.7256494509216502,0.1996497373029772,0.2178806540666807
mnist,fixed_10k_train_full_test,oja,4,0.0,0.9009534928974507,0.0,0.8483851059452787,0.4241925529726393,0.9009534928974507,1.0
mnist,fixed_10k_train_full_test,oja,4,0.01,0.9009534928974507,0.0986573263280793,0.8629911540835219,0.4808242402058006,0.8022961665693715,0.8904967602591793
mnist,fixed_10k_train_full_test,oja,4,0.05,0.9009534928974507,0.380424207044172,0.7479942398683398,0.5642092234562559,0.5205292858532788,0.5777537796976242
mnist,fixed_10k_train_full_test,oja,4,0.1,0.9009534928974507,0.4983459817085036,0.8206130425838305,0.6594795121461671,0.4026075111889473,0.4468682505399568
mnist,fixed_10k_train_full_test,oja,4,0.2,0.9009534928974507,0.544463903483168,0.8020983336761983,0.6732811185796832,0.3564895894142829,0.3956803455723541
mnist,fixed_10k_train_full_test,sparse_oja,0,0.0,0.7863397548161121,0.0,0.5762188850030858,0.2881094425015429,0.7863397548161121,1.0
mnist,fixed_10k_train_full_test,sparse_oja,0,0.01,0.7863397548161121,0.0902899396769799,0.5867105533840774,0.3385002465305287,0.6960498151391321,0.8851769364018807
mnist,fixed_10k_train_full_test,sparse_oja,0,0.05,0.7863397548161121,0.0963222416812609,0.5182061304258383,0.3072641860535496,0.6900175131348512,0.8775055679287306
mnist,fixed_10k_train_full_test,sparse_oja,0,0.1,0.7863397548161121,0.2385678147499513,0.4315984365356922,0.3350831256428218,0.5477719400661607,0.6966097500618659
mnist,fixed_10k_train_full_test,sparse_oja,0,0.2,0.7863397548161121,0.3218525004864759,0.4573133100185147,0.3895829052524953,0.4644872543296361,0.5906953724325662
mnist,fixed_10k_train_full_test,sparse_oja,1,0.0,0.7573457871181164,0.0,0.5784817938695742,0.2892408969347871,0.7573457871181164,1.0
mnist,fixed_10k_train_full_test,sparse_oja,1,0.01,0.7573457871181164,0.0033080365829928,0.5904134951656038,0.2968607658742983,0.7540377505351236,0.9956320657759506
mnist,fixed_10k_train_full_test,sparse_oja,1,0.05,0.7573457871181164,0.1251216189920218,0.5595556469862168,0.3423386329891193,0.6322241681260946,0.8347893114080165
mnist,fixed_10k_train_full_test,sparse_oja,1,0.1,0.7573457871181164,0.2644483362521891,0.4667763834601934,0.3656123598561913,0.4928974508659272,0.6508221993833504
mnist,fixed_10k_train_full_test,sparse_oja,1,0.2,0.7573457871181164,0.145748200038918,0.6521291915243776,0.3989386957816478,0.6115975870791983,0.8075539568345323
mnist,fixed_10k_train_full_test,sparse_oja,2,0.0,0.6267756372835181,0.0,0.4593704998971405,0.2296852499485702,0.6267756372835181,1.0
mnist,fixed_10k_train_full_test,sparse_oja,2,0.01,0.6267756372835181,0.0042809885191671,0.5733388191730097,0.2888099038460884,0.622494648764351,0.9931698230363242
mnist,fixed_10k_train_full_test,sparse_oja,2,0.05,0.6267756372835181,0.2298112473243821,0.614276897757663,0.4220440725410226,0.3969643899591359,0.6333436820863085
mnist,fixed_10k_train_full_test,sparse_oja,2,0.1,0.6267756372835181,0.1582019848219498,0.5653157786463691,0.3617588817341594,0.4685736524615683,0.7475939149332506
mnist,fixed_10k_train_full_test,sparse_oja,2,0.2,0.6267756372835181,0.2588052150223779,0.5803332647603374,0.4195692398913576,0.3679704222611402,0.5870847562868674
mnist,fixed_10k_train_full_test,sparse_oja,3,0.0,0.7756372835181942,0.0,0.5418638140300349,0.2709319070150174,0.7756372835181942,1.0
mnist,fixed_10k_train_full_test,sparse_oja,3,0.01,0.7756372835181942,0.0548744892002335,0.4912569430158404,0.2730657161080369,0.7207627943179606,0.929252383341696
mnist,fixed_10k_train_full_test,sparse_oja,3,0.05,0.7756372835181942,0.1480832846857365,0.5297263937461427,0.3389048392159396,0.6275539988324577,0.8090817862518817
mnist,fixed_10k_train_full_test,sparse_oja,3,0.1,0.7756372835181942,0.290134267367192,0.5324007405883563,0.4112675039777742,0.4855030161510021,0.6259407927747115
mnist,fixed_10k_train_full_test,sparse_oja,3,0.2,0.7756372835181942,0.3311928390737497,0.5105945278749229,0.4208936834743363,0.4444444444444444,0.5730055193176117
mnist,fixed_10k_train_full_test,sparse_oja,4,0.0,0.7116170461179218,0.0,0.4104093807858465,0.2052046903929232,0.7116170461179218,1.0
mnist,fixed_10k_train_full_test,sparse_oja,4,0.01,0.7116170461179218,0.0186806771745475,0.5260234519646163,0.2723520645695819,0.6929363689433742,0.9737489745693192
mnist,fixed_10k_train_full_test,sparse_oja,4,0.05,0.7116170461179218,0.2257248491924499,0.6019337584859082,0.413829303839179,0.4858921969254718,0.6828001093792726
mnist,fixed_10k_train_full_test,sparse_oja,4,0.1,0.7116170461179218,0.2506324187585133,0.5258177329767537,0.3882250758676335,0.4609846273594084,0.6477987421383647
mnist,fixed_10k_train_full_test,sparse_oja,4,0.2,0.7116170461179218,0.2946098462735941,0.4571075910306521,0.3758587186521231,0.4170071998443276,0.5859994531036369
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.0,0.7962638645650905,0.0,0.4019749022834807,0.2009874511417403,0.7962638645650905,1.0
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.01,0.7962638645650905,0.0823117338003502,0.5906192141534664,0.3364654739769083,0.7139521307647402,0.8966275659824047
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.05,0.7962638645650905,0.0883440358046312,0.4959884797366797,0.2921662577706554,0.7079198287604592,0.8890518084066471
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.1,0.7962638645650905,0.2325355127456703,0.4875540012343139,0.3600447569899921,0.56372835181942,0.7079667644183772
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.2,0.7962638645650905,0.3010313290523448,0.3803744085579099,0.3407028688051273,0.4952325355127456,0.6219452590420332
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.0,0.7478108581436077,0.0,0.6169512445998766,0.3084756222999383,0.7478108581436077,1.0
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.01,0.7478108581436077,0.0052539404553415,0.5247891380374409,0.2650215392463912,0.7425569176882661,0.992974238875878
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.05,0.7478108581436077,0.1002140494259583,0.6046081053281218,0.3524110773770401,0.6475968087176494,0.8659901118917512
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.1,0.7478108581436077,0.2842965557501459,0.4350956593293561,0.359696107539751,0.4635143023934617,0.6198282591725215
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.2,0.7478108581436077,0.1362132710644094,0.5852705204690393,0.3607418957667243,0.6115975870791983,0.8178506375227687
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.0,0.6209379256664721,0.0,0.4184324213124871,0.2092162106562435,0.6209379256664721,1.0
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.01,0.6209379256664721,0.0293831484724654,0.588356305286978,0.3088697268797217,0.5915547771940066,0.952679410842996
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.05,0.6209379256664721,0.2101576182136602,0.6188027154906398,0.41448016685215,0.4107803074528118,0.6615481040426199
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.1,0.6209379256664721,0.1745475773496789,0.585887677432627,0.380217627391153,0.4463903483167931,0.718896897524287
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.2,0.6209379256664721,0.2257248491924499,0.6381403003497222,0.431932574771086,0.3952130764740222,0.6364775932309621
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.0,0.7715508853862619,0.0,0.5762188850030858,0.2881094425015429,0.7715508853862619,1.0
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.01,0.7715508853862619,0.0377505351235648,0.5116231228142357,0.2746868289689003,0.7338003502626971,0.9510718789407314
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.05,0.7715508853862619,0.1222027631834987,0.5295206747582802,0.3258617189708895,0.6493481222027632,0.8416141235813367
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.1,0.7715508853862619,0.2358435493286631,0.5400123431392717,0.3879279462339674,0.5357073360575988,0.6943253467843632
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.2,0.7715508853862619,0.3345008756567426,0.4778852088047727,0.4061930422307576,0.4370500097295193,0.5664564943253467
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.0,0.7223195174158397,0.0,0.407735033943633,0.2038675169718165,0.7223195174158397,1.0
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.01,0.7223195174158397,0.0075890251021599,0.5770417609545361,0.292315393028348,0.7147304923136797,0.9894935344827586
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.05,0.7223195174158397,0.1576182136602451,0.4371528492079819,0.2973855314341135,0.5647013037555945,0.7817887931034483
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.1,0.7223195174158397,0.1729908542517999,0.5546183912775149,0.3638046227646574,0.5493286631640397,0.7605064655172414
mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.2,0.7223195174158397,0.2963611597587079,0.4527874922855379,0.3745743260221229,0.4259583576571317,0.5897090517241379
fashion_mnist,fixed_10k_train_full_test,oja,0,0.0,0.6586,0.0,0.7734,0.3867,0.6586,1.0
fashion_mnist,fixed_10k_train_full_test,oja,0,0.01,0.6586,0.1268,0.6108,0.3688,0.5317999999999999,0.8074703917400546
fashion_mnist,fixed_10k_train_full_test,oja,0,0.05,0.6586,0.0564,0.6908,0.3736,0.6022,0.9143638020042514
fashion_mnist,fixed_10k_train_full_test,oja,0,0.1,0.6586,0.0144,0.6484,0.3314,0.6442,0.9781354388095962
fashion_mnist,fixed_10k_train_full_test,oja,0,0.2,0.6586,0.1988,0.6404,0.4196,0.4598,0.6981475857880353
fashion_mnist,fixed_10k_train_full_test,oja,1,0.0,0.5984,0.0,0.6886,0.3443,0.5984,1.0
fashion_mnist,fixed_10k_train_full_test,oja,1,0.01,0.5984,0.0306,0.7218,0.3762,0.5678000000000001,0.9488636363636364
fashion_mnist,fixed_10k_train_full_test,oja,1,0.05,0.5984,0.1688,0.4648,0.3167999999999999,0.4296,0.7179144385026738
fashion_mnist,fixed_10k_train_full_test,oja,1,0.1,0.5984,0.04,0.694,0.367,0.5584,0.9331550802139036
fashion_mnist,fixed_10k_train_full_test,oja,1,0.2,0.5984,0.0566,0.7228,0.3897,0.5418000000000001,0.9054144385026738
fashion_mnist,fixed_10k_train_full_test,oja,2,0.0,0.5694,0.0,0.8012,0.4006,0.5694,1.0
fashion_mnist,fixed_10k_train_full_test,oja,2,0.01,0.5694,0.0116,0.5596,0.2855999999999999,0.5578000000000001,0.9796276782578154
fashion_mnist,fixed_10k_train_full_test,oja,2,0.05,0.5694,0.0228,0.772,0.3974,0.5466,0.9599578503688092
fashion_mnist,fixed_10k_train_full_test,oja,2,0.1,0.5694,0.1514,0.7436,0.4475,0.418,0.73410607657183
fashion_mnist,fixed_10k_train_full_test,oja,2,0.2,0.5694,0.2076,0.4092,0.3084,0.3618,0.6354056902002108
fashion_mnist,fixed_10k_train_full_test,oja,3,0.0,0.6392,0.0,0.6528,0.3264,0.6392,1.0
fashion_mnist,fixed_10k_train_full_test,oja,3,0.01,0.6392,0.0132,0.643,0.3281,0.626,0.979349186483104
fashion_mnist,fixed_10k_train_full_test,oja,3,0.05,0.6392,0.011,0.61,0.3105,0.6282,0.98279098873592
fashion_mnist,fixed_10k_train_full_test,oja,3,0.1,0.6392,0.1832,0.47,0.3266,0.4559999999999999,0.7133917396745932
fashion_mnist,fixed_10k_train_full_test,oja,3,0.2,0.6392,0.1894,0.622,0.4057,0.4498,0.7036921151439299
fashion_mnist,fixed_10k_train_full_test,oja,4,0.0,0.5928,0.0,0.5794,0.2897,0.5928,1.0
fashion_mnist,fixed_10k_train_full_test,oja,4,0.01,0.5928,0.0424,0.5554,0.2989,0.5504,0.9284750337381916
fashion_mnist,fixed_10k_train_full_test,oja,4,0.05,0.5928,0.0196,0.7312,0.3753999999999999,0.5732,0.9669365721997302
fashion_mnist,fixed_10k_train_full_test,oja,4,0.1,0.5928,0.196,0.4156,0.3058,0.3968,0.6693657219973009
fashion_mnist,fixed_10k_train_full_test,oja,4,0.2,0.5928,0.0,0.603,0.3015,0.5928,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,0,0.0,0.4874,0.0,0.6778,0.3389,0.4874,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,0,0.01,0.4874,0.0012,0.5518,0.2764999999999999,0.4862,0.9975379565038984
fashion_mnist,fixed_10k_train_full_test,sparse_oja,0,0.05,0.4874,0.098,0.6598,0.3789,0.3893999999999999,0.7989331144850225
fashion_mnist,fixed_10k_train_full_test,sparse_oja,0,0.1,0.4874,0.043,0.5996,0.3213,0.4444,0.91177677472302
fashion_mnist,fixed_10k_train_full_test,sparse_oja,0,0.2,0.4874,0.2728,0.5492,0.411,0.2146,0.4402954452195322
fashion_mnist,fixed_10k_train_full_test,sparse_oja,1,0.0,0.5434,0.0,0.6086,0.3043,0.5434,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,1,0.01,0.5434,0.0114,0.5046,0.258,0.532,0.9790209790209792
fashion_mnist,fixed_10k_train_full_test,sparse_oja,1,0.05,0.5434,0.0,0.2566,0.1283,0.5434,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,1,0.1,0.5434,0.0172,0.5286,0.2729,0.5262,0.9683474420316526
fashion_mnist,fixed_10k_train_full_test,sparse_oja,1,0.2,0.5434,0.166,0.529,0.3475,0.3773999999999999,0.6945160103054839
fashion_mnist,fixed_10k_train_full_test,sparse_oja,2,0.0,0.4278,0.0,0.4502,0.2251,0.4278,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,2,0.01,0.4278,0.162,0.2506,0.2062999999999999,0.2658,0.6213183730715288
fashion_mnist,fixed_10k_train_full_test,sparse_oja,2,0.05,0.4278,0.0,0.5324,0.2662,0.4278,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,2,0.1,0.4278,0.1272,0.5412,0.3342,0.3006,0.702664796633941
fashion_mnist,fixed_10k_train_full_test,sparse_oja,2,0.2,0.4278,0.0004,0.4038,0.2021,0.4274,0.9990649836372136
fashion_mnist,fixed_10k_train_full_test,sparse_oja,3,0.0,0.5214,0.0,0.544,0.272,0.5214,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,3,0.01,0.5214,0.0002,0.4652,0.2327,0.5212,0.9996164173379364
fashion_mnist,fixed_10k_train_full_test,sparse_oja,3,0.05,0.5214,0.0436,0.3898,0.2167,0.4778,0.9163789796701189
fashion_mnist,fixed_10k_train_full_test,sparse_oja,3,0.1,0.5214,0.2864,0.4392,0.3628,0.235,0.4507096279248178
fashion_mnist,fixed_10k_train_full_test,sparse_oja,3,0.2,0.5214,0.3786,0.2142,0.2964,0.14279999999999998,0.27387802071346373
fashion_mnist,fixed_10k_train_full_test,sparse_oja,4,0.0,0.2132,0.0,0.5392,0.2696,0.2132,1.0
fashion_mnist,fixed_10k_train_full_test,sparse_oja,4,0.01,0.2132,0.051,0.5964,0.32370000000000004,0.1622,0.7607879924953096
fashion_mnist,fixed_10k_train_full_test,sparse_oja,4,0.05,0.2132,0.0012,0.5386,0.2699,0.212,0.9943714821763602
fashion_mnist,fixed_10k_train_full_test,sparse_oja,4,0.1,0.2132,0.2072,0.466,0.3366,0.006000000000000005,0.028142589118198898
fashion_mnist,fixed_10k_train_full_test,sparse_oja,4,0.2,0.2132,0.0,0.475,0.2375,0.2132,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.0,0.4862,0.0,0.674,0.337,0.4862,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.01,0.4862,0.0562,0.5792,0.31770000000000004,0.43000000000000005,0.8844097079391198
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.05,0.4862,0.2392,0.612,0.4256,0.24700000000000003,0.5080213903743316
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.1,0.4862,0.016,0.6256,0.32080000000000003,0.4702,0.9670917317976141
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,0,0.2,0.4862,0.1936,0.426,0.30979999999999996,0.2926,0.6018099547511313
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.0,0.5148,0.0,0.6526,0.3263,0.5148,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.01,0.5148,0.1702,0.4002,0.2852,0.3446,0.6693861693861693
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.05,0.5148,0.0,0.2,0.1,0.5148,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.1,0.5148,0.095,0.5206,0.30779999999999996,0.41980000000000006,0.8154623154623155
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,1,0.2,0.5148,0.0986,0.5408,0.3197,0.4162,0.8084693084693084
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.0,0.337,0.0,0.446,0.223,0.337,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.01,0.337,0.0594,0.3796,0.2195,0.2776,0.8237388724035608
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.05,0.337,0.0492,0.4784,0.2638,0.2878,0.8540059347181008
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.1,0.337,0.1572,0.5594,0.3583,0.17980000000000002,0.5335311572700296
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,2,0.2,0.337,0.0,0.598,0.299,0.337,1.0
