dataset,feature_source,readout,n,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,feature_sparsity_mean,feature_sparsity_std,feature_sparsity_ci95_low,feature_sparsity_ci95_high,feature_train_time_s_mean,feature_train_time_s_std,feature_train_time_s_ci95_low,feature_train_time_s_ci95_high,readout_train_time_s_mean,readout_train_time_s_std,readout_train_time_s_ci95_low,readout_train_time_s_ci95_high
fashion_mnist,homeostatic_sparse_oja,knn5,10,0.3761,0.05604849091040126,0.34136078542434595,0.41083921457565403,0.8984375,0.0,0.8984375,0.8984375,3.009517478942871,0.4020123653378056,2.7603476334271093,3.2586873244586325,1.2382391929626464,0.1036513952435684,1.1739953926043385,1.3024829933209543
fashion_mnist,homeostatic_sparse_oja,linear_svm,10,0.2157,0.09222201472533552,0.15854020307943703,0.27285979692056295,0.8984375,0.0,0.8984375,0.8984375,3.009517478942871,0.4020123653378056,2.7603476334271093,3.2586873244586325,0.341505765914917,0.029284381265814945,0.32335511835984393,0.35965641346999006
fashion_mnist,homeostatic_sparse_oja,logreg,10,0.2169,0.08221982729244813,0.16593962307831703,0.26786037692168296,0.8984375,0.0,0.8984375,0.8984375,3.009517478942871,0.4020123653378056,2.7603476334271093,3.2586873244586325,0.586300539970398,0.056753621255591205,0.5511242810788761,0.6214767988619199
fashion_mnist,homeostatic_sparse_oja,ridge,10,0.5976,0.03485270593671476,0.5759980690575022,0.6192019309424979,0.8984375,0.0,0.8984375,0.8984375,3.009517478942871,0.4020123653378056,2.7603476334271093,3.2586873244586325,0.0051321744918822795,0.0005836852727459821,0.004770402611761794,0.005493946372002765
fashion_mnist,homeostatic_sparse_oja,small_mlp,10,0.13479999999999998,0.05806854187557628,0.09880874486458935,0.1707912551354106,0.8984375,0.0,0.8984375,0.8984375,3.009517478942871,0.4020123653378056,2.7603476334271093,3.2586873244586325,0.11114075183868403,0.08602140684536543,0.05782413149866658,0.1644573721787015
fashion_mnist,mlp_hidden,knn5,5,0.7506,0.012778888840583922,0.7393988100632121,0.761801189936788,0.269684375,0.042125945617747886,0.23275935561704447,0.3066093943829555,0.33290491104125974,0.43528619089347126,-0.04864025786060283,0.7144500799431224,1.185176181793213,0.07259991736431587,1.1215395484413218,1.2488128151451041
fashion_mnist,mlp_hidden,linear_svm,5,0.7646,0.026425366601052127,0.7414371449082804,0.7877628550917195,0.269684375,0.042125945617747886,0.23275935561704447,0.3066093943829555,0.33290491104125974,0.43528619089347126,-0.04864025786060283,0.7144500799431224,0.25225229263305665,0.03137465746586717,0.22475119282219214,0.27975339244392117
fashion_mnist,mlp_hidden,logreg,5,0.7676000000000001,0.025559733957926895,0.7451959053742402,0.7900040946257599,0.269684375,0.042125945617747886,0.23275935561704447,0.3066093943829555,0.33290491104125974,0.43528619089347126,-0.04864025786060283,0.7144500799431224,0.4067687511444092,0.054667338551297365,0.35885071616572844,0.45468678612308994
fashion_mnist,mlp_hidden,ridge,5,0.7932,0.01132254388377454,0.7832753527014811,0.803124647298519,0.269684375,0.042125945617747886,0.23275935561704447,0.3066093943829555,0.33290491104125974,0.43528619089347126,-0.04864025786060283,0.7144500799431224,0.00554780960083004,0.0005809484270652269,0.005038585852488986,0.006057033349171095
fashion_mnist,mlp_hidden,small_mlp,5,0.7452,0.02624309432974704,0.7221969135983886,0.7682030864016114,0.269684375,0.042125945617747886,0.23275935561704447,0.3066093943829555,0.33290491104125974,0.43528619089347126,-0.04864025786060283,0.7144500799431224,0.23289365768432613,0.11026667154099766,0.13624065858274773,0.32954665678590456
fashion_mnist,oja,knn5,10,0.5115,0.032315287060117194,0.4914707775709811,0.5315292224290188,0.12996171875,0.02610621179524061,0.11378092104106415,0.1461425164589359,2.8705764293670653,0.623612975643485,2.4840571025992353,3.257095756134895,1.1725204944610597,0.10442329351745121,1.1077982665959372,1.2372427223261822
fashion_mnist,oja,linear_svm,10,0.37649999999999995,0.0855378408788895,0.3234830969511714,0.4295169030488285,0.12996171875,0.02610621179524061,0.11378092104106415,0.1461425164589359,2.8705764293670653,0.623612975643485,2.4840571025992353,3.257095756134895,0.31928458213806155,0.0343429579135448,0.29799859629361686,0.34057056798250623
fashion_mnist,oja,logreg,10,0.3452,0.08261934129219112,0.29399200173583995,0.39640799826416007,0.12996171875,0.02610621179524061,0.11378092104106415,0.1461425164589359,2.8705764293670653,0.623612975643485,2.4840571025992353,3.257095756134895,0.3514924287796021,0.062123928196587165,0.31298761916119955,0.3899972383980046
fashion_mnist,oja,ridge,10,0.7669,0.01491792359695024,0.75765377516076,0.77614622483924,0.12996171875,0.02610621179524061,0.11378092104106415,0.1461425164589359,2.8705764293670653,0.623612975643485,2.4840571025992353,3.257095756134895,0.00505619049072261,0.0005012556922915857,0.00474550899388049,0.005366871987564729
fashion_mnist,oja,small_mlp,10,0.2591,0.10340153663160803,0.19501106361382559,0.3231889363861744,0.12996171875,0.02610621179524061,0.11378092104106415,0.1461425164589359,2.8705764293670653,0.623612975643485,2.4840571025992353,3.257095756134895,0.1743402481079101,0.08310628891684414,0.122830436579108,0.2258500596367122
