dataset,model,seed,A_before,A_after,A_T2,avg_final,raw_forgetting,normalized_forgetting,status,time_sec
mnist,hebbian_oja,0,0.2340922358435493,0.0,0.2429541246657066,0.1214770623328533,0.2340922358435493,1.0,completed,5.634914398193359
mnist,sparse_hebbian_oja,0,0.1967308814944541,0.0,0.2022217650689158,0.1011108825344579,0.1967308814944541,1.0,completed,4.487488031387329
mnist,cnn,0,0.1965362911072193,0.1965362911072193,0.0,0.0982681455536096,0.0,0.0,completed,9.23421335220337
mnist,hebbian_oja_replay_10pct,0,0.1910877602646429,0.0,0.2211479119522732,0.1105739559761366,0.1910877602646429,1.0,completed,5.860398769378662
mnist,sparse_hebbian_oja_replay_10pct,0,0.1967308814944541,0.0,0.2011931701296029,0.1005965850648014,0.1967308814944541,1.0,completed,4.940745830535889
mnist,cnn_replay_10pct,0,0.1965362911072193,0.1965362911072193,0.0,0.0982681455536096,0.0,0.0,completed,9.659533023834229
mnist,hebbian_oja,1,0.273594084452228,0.0,0.2223822258794486,0.1111911129397243,0.273594084452228,1.0,completed,4.659507751464844
mnist,sparse_hebbian_oja,1,0.196925471881689,0.0,0.2003702941781526,0.1001851470890763,0.196925471881689,1.0,completed,4.740394353866577
mnist,hebbian_oja_replay_10pct,1,0.2537458649542712,0.0,0.2114791195227319,0.1057395597613659,0.2537458649542712,1.0,completed,6.132467031478882
mnist,sparse_hebbian_oja_replay_10pct,1,0.196925471881689,0.0,0.2003702941781526,0.1001851470890763,0.196925471881689,1.0,completed,4.817612409591675
mnist,cnn,1,0.2946098462735941,0.0163455925277291,0.1633408763628883,0.0898432344453087,0.2782642537458649,0.9445178335535006,completed,8.963788032531738
mnist,cnn_replay_10pct,1,0.2946098462735941,0.0202374002724265,0.1559349927998354,0.0880861965361309,0.2743724460011675,0.9313077939233818,completed,9.480805397033691
mnist,hebbian_oja,2,0.3424790815333722,0.0,0.2075704587533429,0.1037852293766714,0.3424790815333722,1.0,completed,4.928531646728516
mnist,sparse_hebbian_oja,2,0.1914769410391126,0.0,0.2075704587533429,0.1037852293766714,0.1914769410391126,1.0,completed,5.88224196434021
mnist,hebbian_oja_replay_10pct,2,0.2233897645456314,0.0,0.1752725776589179,0.0876362888294589,0.2233897645456314,1.0,completed,4.220543384552002
mnist,sparse_hebbian_oja_replay_10pct,2,0.1965362911072193,0.0,0.1970787903723513,0.0985393951861756,0.1965362911072193,1.0,completed,4.857170104980469
mnist,cnn,2,0.1531426347538431,0.1938120256859311,0.0,0.0969060128429655,-0.0406693909320879,-0.2655654383735706,completed,8.250169277191162
mnist,cnn_replay_10pct,2,0.1531426347538431,0.194006616073166,0.0,0.097003308036583,-0.0408639813193228,-0.2668360864040662,completed,9.95431923866272
mnist,hebbian_oja,3,0.1905039891029383,0.0,0.2116848385105945,0.1058424192552972,0.1905039891029383,1.0,completed,5.734046697616577
mnist,sparse_hebbian_oja,3,0.2352597781669585,0.0,0.3270931907015017,0.1635465953507508,0.2352597781669585,1.0,completed,4.631220102310181
mnist,hebbian_oja_replay_10pct,3,0.3259388986184082,0.0,0.2009874511417403,0.1004937255708701,0.3259388986184082,1.0,completed,4.453191995620728
mnist,sparse_hebbian_oja_replay_10pct,3,0.2352597781669585,0.0,0.3373791400946307,0.1686895700473153,0.2352597781669585,1.0,completed,4.393321752548218
mnist,cnn,3,0.1906985794901732,0.1906985794901732,0.0,0.0953492897450866,0.0,0.0,completed,9.040062427520752
mnist,cnn_replay_10pct,3,0.1906985794901732,0.1906985794901732,0.0,0.0953492897450866,0.0,0.0,completed,10.935828924179075
mnist,hebbian_oja,4,0.3249659466822339,0.0,0.204073235959679,0.1020366179798395,0.3249659466822339,1.0,completed,6.044960260391235
mnist,sparse_hebbian_oja,4,0.2052928585327884,0.0,0.2003702941781526,0.1001851470890763,0.2052928585327884,1.0,completed,4.752097606658936
mnist,hebbian_oja_replay_10pct,4,0.284101965362911,0.0,0.1970787903723513,0.0985393951861756,0.284101965362911,1.0,completed,4.788934469223023
mnist,sparse_hebbian_oja_replay_10pct,4,0.2052928585327884,0.0,0.2003702941781526,0.1001851470890763,0.2052928585327884,1.0,completed,4.595144033432007
mnist,cnn,4,0.1729908542517999,0.0,0.1736268257560173,0.0868134128780086,0.1729908542517999,1.0,completed,9.281924724578856
mnist,cnn_replay_10pct,4,0.4024129208017123,0.2397353570733605,0.0,0.1198676785366802,0.1626775637283518,0.4042553191489361,completed,10.84977388381958
fashion_mnist,hebbian_oja,0,0.2016,0.0,0.1998,0.0999,0.2016,1.0,completed,4.157684564590454
fashion_mnist,sparse_hebbian_oja,0,0.2,0.0,0.2002,0.1001,0.2,1.0,completed,4.329424619674683
fashion_mnist,hebbian_oja_replay_10pct,0,0.2162,0.0,0.2116,0.1058,0.2162,1.0,completed,4.1339991092681885
fashion_mnist,sparse_hebbian_oja_replay_10pct,0,0.2,0.0,0.2,0.1,0.2,1.0,completed,4.403292417526245
fashion_mnist,cnn,0,0.2844,0.2,0.0,0.1,0.0843999999999999,0.2967651195499296,completed,9.857452630996704
fashion_mnist,cnn_replay_10pct,0,0.188,0.1862,0.2042,0.1951999999999999,0.0017999999999999,0.0095744680851063,completed,11.08051586151123
fashion_mnist,hebbian_oja,1,0.2006,0.0,0.2,0.1,0.2006,1.0,completed,4.701555013656616
fashion_mnist,sparse_hebbian_oja,1,0.1842,0.0,0.233,0.1165,0.1842,1.0,completed,4.413393497467041
fashion_mnist,hebbian_oja_replay_10pct,1,0.1936,0.0,0.2036,0.1018,0.1936,1.0,completed,4.683608531951904
fashion_mnist,sparse_hebbian_oja_replay_10pct,1,0.1842,0.0,0.1704,0.0852,0.1842,1.0,completed,5.065054893493652
fashion_mnist,cnn,1,0.2,0.209,0.0,0.1045,-0.0089999999999999,-0.0449999999999999,completed,10.799764394760132
fashion_mnist,cnn_replay_10pct,1,0.2104,0.0004,0.1964,0.0984,0.21,0.9980988593155892,completed,10.101633548736572
fashion_mnist,hebbian_oja,2,0.2032,0.0,0.2,0.1,0.2032,1.0,completed,4.22037148475647
fashion_mnist,sparse_hebbian_oja,2,0.2018,0.0,0.2002,0.1001,0.2018,1.0,completed,4.764070510864258
fashion_mnist,hebbian_oja_replay_10pct,2,0.1866,0.0,0.2098,0.1049,0.1866,1.0,completed,5.7137415409088135
fashion_mnist,sparse_hebbian_oja_replay_10pct,2,0.2018,0.0,0.1934,0.0967,0.2018,1.0,completed,4.726420164108276
fashion_mnist,cnn,2,0.2202,0.1998,0.0002,0.1,0.0204,0.0926430517711171,completed,9.570525407791138
fashion_mnist,cnn_replay_10pct,2,0.2202,0.1856,0.1744,0.18,0.0346,0.1571298819255223,completed,10.163776874542236
fashion_mnist,hebbian_oja,3,0.1452,0.0,0.2,0.1,0.1452,1.0,completed,5.619762897491455
fashion_mnist,sparse_hebbian_oja,3,0.2,0.0,0.2,0.1,0.2,1.0,completed,4.791504859924316
fashion_mnist,hebbian_oja_replay_10pct,3,0.1502,0.0,0.2188,0.1094,0.1502,1.0,completed,4.727554559707642
fashion_mnist,sparse_hebbian_oja_replay_10pct,3,0.2,0.0,0.2004,0.1002,0.2,1.0,completed,4.526280164718628
fashion_mnist,cnn,3,0.1984,0.195,0.035,0.115,0.0033999999999999,0.0171370967741934,completed,8.89962649345398
fashion_mnist,cnn_replay_10pct,3,0.1984,0.0,0.2444,0.1222,0.1984,1.0,completed,12.175145626068115
fashion_mnist,hebbian_oja,4,0.1998,0.0,0.2244,0.1122,0.1998,1.0,completed,5.406039953231812
fashion_mnist,sparse_hebbian_oja,4,0.2046,0.0,0.2002,0.1001,0.2046,1.0,completed,4.703981161117554
fashion_mnist,hebbian_oja_replay_10pct,4,0.1902,0.0,0.2194,0.1097,0.1902,1.0,completed,4.591038942337036
fashion_mnist,sparse_hebbian_oja_replay_10pct,4,0.2046,0.0,0.2002,0.1001,0.2046,1.0,completed,4.6552488803863525
fashion_mnist,cnn,4,0.2054,0.0,0.1816,0.0908,0.2054,1.0,completed,9.313785076141356
fashion_mnist,cnn_replay_10pct,4,0.1964,0.0784,0.124,0.1012,0.118,0.6008146639511202,completed,11.055980205535889
